CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
9720,2024/11,390543000,-656727000,319102000,-971727000,2475492000,6.67
9722,2024/12,15905000000,-3831000000,-11311000000,-3290000000,14446000000,20.87
9723,2025/03,1256000000,-51000000,-700000000,-52570000,3477930000,13.42
9726,2025/03,4223000000,-941000000,-218000000,-,88073000000,1.54
9729,2025/03,10096000000,-11411000000,-5197000000,-4759000000,23885000000,6.75
9731,2024/12,2922000000,-89000000,-2875000000,-1219000000,1315000000,6.7
9733,2025/03,8183000000,-7763000000,-8314000000,-2291000000,15932000000,14.81
9734,2023/01,-251906000,570420000,-3454000,-41000000,691816000,-13.35
9735,2025/03,167842000000,-100798000000,-85246000000,-95261000000,408404000000,13.99
9739,2025/03,3849000000,6407000000,-1414000000,-493000000,19666000000,7.69
9740,2025/02,2938982000,-2897998000,-3157650000,-2880816000,17548349000,4.12
9742,2025/03,1478000000,-288000000,1536000000,-2940000000,7991000000,3.64
9743,2025/01,1018168000,944992000,-1464309000,-224905000,17204147000,1.11
9744,2025/03,13448000000,-998000000,-12189000000,-160000000,53005000000,10.11
9746,2024/09,12796000000,-5964000000,-5228000000,-6627000000,30397000000,17.01
9749,2024/12,16239000000,4399000000,-21438000000,-10428000000,34306000000,5.11
9753,2025/03,838000000,-30000000,-145000000,-,6435423000,3.67
9755,2024/12,1305000000,-2662000000,-5286000000,-,12414000000,1.76
9757,2024/12,7010584000,-2595000000,-6971444000,-965314000,10346416000,22.88
9759,2025/03,12298000000,904000000,-10272000000,-869000000,29903000000,11.41
9760,2025/03,1220793000,24078000,424645000,-21963000,5476347000,19.55
9761,2025/03,1028372000,-1822460000,958491000,-,1972101000,5.59
9763,2025/03,24000000,-829000000,2361000000,-146000000,2000000000,0.11
9765,2024/05,-346421000,-164439000,-578462000,-117884000,3115982000,-2.1
9766,2025/03,114620000000,-67885000000,-25784000000,-,294216000000,27.19
9767,2025/03,94000000,-24000000,-269000000,-58817000,2735505000,1.7
9768,2024/12,4005658000,-1160667000,-1367914000,-1100000000,3773561000,16.48
9769,2025/03,2246025000,-110583000,-1249957000,-567106000,3143262000,16.9
9776,2025/03,730911000,-1240168000,-525743000,-1276533000,2931206000,3.63
9778,2025/02,161805000,-117295000,-232189000,-71458000,772745000,4.69
9780,2025/03,850134000,-35545000,-235409000,-117426000,4197459000,3.03
9782,2025/03,669455000,-930069000,-1107986000,-854133000,7745050000,2.43
9783,2024/03,26043000000,16940000000,-33077000000,-4731000000,114111000000,6.34
9787,2025/02,13793000000,-3612000000,-7208000000,-,71204000000,4.08
9788,2025/03,4136000000,-557000000,-3074000000,-485000000,8560000000,6.92
9790,2025/03,5652000000,-2968000000,-1345000000,-953000000,21172000000,38.4
9791,2025/03,-2151613000,1895639000,-1208840000,-413607000,9322205000,-6.21
9793,2025/02,13825000000,-7280000000,-5321000000,-8254000000,30122000000,20.54
9795,2024/09,3383172000,-937541000,-2498577000,-310055000,9410457000,22.41
9799,2025/03,927000000,-527000000,-480000000,-4877000,6197860000,5.86
9810,2023/03,6959000000,-2218000000,-9443000000,-5427000000,26583000000,0.33
9812,2024/05,734642000,616395000,-2019251000,-442135000,474761000,2.87
9816,2025/03,258953000,-859197000,783017000,-138845000,2111907000,3.33
9818,2025/03,2021199000,-1666454000,-858366000,-1676384000,3107437000,6.05
9820,2025/03,295304000,-11807000,-111995000,-18048000,2007270000,7.48
9823,2024/09,925000000,-5741000000,560000000,-3657000000,2652000000,0.58
9824,2024/10,8239000000,-2542000000,-3882000000,-2087000000,29506000000,6.05
9827,2024/12,-840577000,103040000,1219113000,-115185000,3286264000,-2.49
9828,2025/03,6787000000,-1772000000,-3585000000,-1931000000,11952000000,10.06
9830,2024/12,13021000000,-18267000000,3238000000,-26163000000,41135000000,4.41
9831,2025/03,51566000000,-35143000000,-4060000000,-41245000000,67553000000,3.17
9832,2025/03,3944000000,-18020000000,13973000000,-,31181000000,1.58
9835,2025/02,2029106000,-1913569000,-49021000,-,1279115000,4.57
9837,2024/11,4620177000,638663000,-2680977000,-564000000,15460171000,9.52
9842,2025/02,31011000000,5093000000,-36390000000,-17525000000,18044000000,9.37
9843,2025/03,112069000000,-129913000000,36085000000,-127488000000,137452000000,12.06
9845,2025/03,5714000000,-1379000000,-1446000000,-1851000000,18728000000,8.16
