財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
4018,2024/06,728729000,590321000,585855000,134682000,-,-,376.51,80.4
4019,2024/12,2165549000,1345584000,1302504000,215343000,-,6680000,148.94,60.1
4020,2024/12,995535000,883764000,880056000,353570000,-,-,408.24,88.4
4021,2025/03,330763000000,236180000000,222893000000,192928000000,19987000000,977000000,1711.82,70.5
4022,2025/03,45838000000,27877000000,26088000000,17965000000,4342000000,3996000000,3570.59,60.8
4023,2025/03,345298000000,211139000000,209372000000,174432000000,17767000000,62764000000,4209.14,60.6
4025,2024/12,58402000000,37959000000,30552000000,28311000000,529000000,283000000,4468.41,64.9
4026,2024/04,29747000000,11909000000,11687000000,9502000000,5600000000,3224000000,1308.87,39.8
4027,2025/03,88345000000,59400000000,49902000000,36294000000,674000000,7981000000,2578.35,66.6
4028,2025/03,225097000000,114448000000,107699000000,56226000000,7680000000,49013000000,2986.78,50.8
4031,2025/03,50094000000,23865000000,23022000000,10309000000,12310000000,2200000000,2658.23,47.5
4040,2025/03,22471000000,8503000000,8124000000,8600000000,850000000,2623000000,4173.41,37.4
4041,2024/03,290492000000,189474000000,166942000000,116174000000,23795000000,25118000000,3414.75,64.7
4042,2025/03,1327298000000,902418000000,772503000000,682577000000,133005000000,46099000000,2596.69,62.3
4043,2025/03,476207000000,273858000000,246302000000,213953000000,6446000000,59644000000,3635.61,54.9
4044,2025/03,204834000000,121063000000,103872000000,81411000000,7711000000,11610000000,4709.74,57
4045,2024/12,278020000000,213668000000,191551000000,157874000000,6209000000,4834000000,1897.59,76.5
4046,2025/03,153935000000,115596000000,102633000000,76151000000,7172000000,387000000,918.43,75.1
4047,2025/03,123617000000,67622000000,59210000000,54535000000,3151000000,24686000000,1147.94,53.4
4051,2024/09,14206683000,5890639000,5627943000,2302216000,-,2000000000,676.41,39.6
4052,2024/06,768102000,729879000,725067000,-25611000,-,-,124.76,95
4053,2024/12,13976000000,10294000000,9396000000,6468000000,1250000000,-,273.41,73.7
4054,2024/06,5569912000,3466455000,3464725000,2259350000,-,-,246.26,62.2
4055,2024/09,2921098000,2435811000,2435811000,1901275000,-,-,321.4,83.4
4056,2024/12,2976777000,614239000,594754000,-1792087000,700000000,745413000,38.78,20
4057,2024/05,1799825000,1035766000,1035766000,327946000,400000000,-,256.73,57.6
4058,2024/12,4663000000,3056000000,3043000000,2398000000,-,-,278.48,65.3
4059,2024/09,964917000,809763000,809763000,-23617000,-,-,287.69,83.9
4060,2024/12,3035451000,1634497000,1598710000,844269000,-,-,280.16,53.6
4061,2025/03,655524000000,308296000000,245698000000,167074000000,74679000000,80000000000,3436.94,45.2
4062,2025/03,1081684000000,497298000000,409027000000,283807000000,50000000000,120000000000,3513.3,45.3
4063,2025/03,5636601000000,4837585000000,3879362000000,3755274000000,9389000000,7452000000,2375.48,82.6
4064,2025/03,63360000000,37906000000,25388000000,14672000000,5714000000,3891000000,3835.14,56.4
4068,2024/06,3986982000,1970986000,1970986000,1353997000,700000000,243750000,1059.86,49.4
4069,2025/03,3899000000,2537000000,2522421000,899856000,22626000,42145000,744.49,64.6
4070,2023/03,9496740000,8309024000,8036543000,7897971000,-,-,973.95,87.4
4071,2024/09,15410871000,12099836000,12077124000,11096673000,-,-,284.24,78.4
4072,2024/12,61747000000,22294000000,22027000000,17323000000,-,846000000,2071.07,35.8
4073,2024/06,1764860000,415451000,415451000,-334447000,610000000,235612000,165.82,23.5
4074,2024/12,6000832000,3593356000,3510153000,1986952000,600000000,300000000,503.54,59.6
4075,2024/07,1860666000,1556965000,1556965000,393413000,-,-,279.5,83.7
4076,2024/05,4933509000,3671667000,3671667000,2758217000,-,-,1263.48,74.4
4078,2025/03,123319000000,79386000000,74679000000,37767000000,11512000000,7406000000,4825.29,63.5
4080,2025/03,33042000000,16841000000,16793000000,978000000,900000000,6300000000,517.65,51
4082,2025/03,64754000000,38483000000,34930000000,33062000000,300000000,15910000000,1565.57,58.6
4088,2025/03,1250149000000,536858000000,517139000000,369842000000,95410000000,322818000000,2256.72,41.4
4091,2025/03,2418197000000,1020930000000,980451000000,709068000000,92630000000,757936000000,2265.08,40.5
4092,2025/03,75105000000,46395000000,41267000000,33719000000,10575000000,4500000000,5310.97,61.8
4093,2025/03,33642000000,20392000000,18250769000,14928632000,3180000000,86008000,526.33,54.4
4094,2025/03,54303000000,46478000000,41875663000,40905658000,263800000,-,2388.36,85.6
4095,2025/03,267250000000,223298000000,165530000000,171426000000,200000000,250000000,1700.15,73
4097,2025/03,122994000000,79692000000,71704000000,66176000000,1471000000,10090000000,1429.53,64.1
4098,2025/03,13992000000,5652000000,4716000000,979000000,2800000000,2707000000,1722.17,36.5
4099,2024/12,135827000000,84168000000,75192000000,62851000000,5500000000,16664000000,1865.6,61.4
4100,2025/03,50672000000,11777000000,6357000000,-3988000000,8428000000,14540000000,1904.77,21.7
4102,2025/03,16869000000,10208000000,7159350000,6084838000,-,1766359000,4495.32,57.8
4107,2024/12,45251000000,35569000000,34971000000,27585000000,500000000,-,6979.51,78.6
4109,2025/03,60725000000,44992000000,42053000000,31734000000,2000000000,2424000000,3791.7,73.7
4112,2025/03,79858000000,58530000000,40737000000,23167000000,4155000000,3089000000,3057.9,60.9
4113,2024/03,29720000000,17211000000,16994000000,14453000000,100000000,1490000000,1201.15,57.9
4114,2025/03,543659000000,392533000000,383029000000,308770000000,23126000000,18265000000,2527.98,70.5
4116,2025/03,196784000000,130497000000,108673000000,90910000000,10521000000,7526000000,7459.1,65
4118,2025/03,920143000000,492419000000,401118000000,349925000000,132511000000,57972000000,7488.49,51.2
4119,2025/03,44406000000,21581000000,17615410000,15119419000,3563518000,3073030000,12599.18,44.5
4120,2025/03,11477000000,7452000000,6905959000,2485191000,700000000,705000000,5704.71,64.9
4124,2024/09,1929525000,1716077000,1716077000,1099714000,-,-,1643.6,88.9
4125,2025/03,20636000000,12513000000,12039803000,8908959000,-,3737359000,2854.65,59.7
4151,2024/12,1067363000000,850811000000,850811000000,371050000000,-,-,1625.68,79.7
4165,2024/09,7299930000,3203004000,3161646000,-5103858000,100000000,521026000,77.54,43
4166,2024/12,1025275000,832171000,833823000,-110718000,-,67843000,305.65,81.2
4167,2025/03,2431000000,1905000000,1862464000,420328000,-,124059000,245.66,76.6
4168,2024/12,4067456000,2188454000,2108935000,748542000,-,1134806000,162.58,51.8
4169,2025/03,7411000000,4551000000,4360235000,-8697142000,200000000,466362000,106.5,61.2
4170,2024/12,4418499000,2957472000,2597987000,-2704754000,-,712299000,174.36,66.9
4171,2024/12,3164745000,2469453000,2469196000,2147203000,-,-,833.76,78
4172,2024/09,4375715000,3934096000,3982665000,3342235000,-,-,1765.81,89.9
4173,2025/02,2218000000,1315000000,1304661000,653557000,-,353528000,182.62,58.8
4174,2025/01,5760000000,2394000000,2327237000,1254405000,300000000,1098383000,580.54,40.4
4175,2025/01,6283000000,5254000000,5220828000,1405413000,70000000,16656000,954.81,83.6
4176,2024/08,8254770000,3786085000,2202100000,-1433410000,-,1144189000,92.2,26.7
4177,2025/03,3823000000,1395000000,1395882000,173648000,-,129203000,352.34,36.5
4178,2024/12,2452099000,1585704000,1586526000,817919000,37500000,166560000,423.24,64.6
4179,2025/03,529000000,168000000,147828000,-1449765000,-,103032000,27.25,27.9
4180,2024/12,44637000000,34315000000,34315000000,-5544000000,1500000000,-,337.62,76.9
4182,2025/03,1119688000000,697375000000,600792000000,554224000000,75617000000,79441000000,3431.89,59.7
4183,2024/03,2215819000000,984806000000,862851000000,617400000000,324088000000,432670000000,4538.11,38.9
4185,2024/03,771355000000,402444000000,375794000000,276992000000,97605000000,81465000000,1809.87,48.7
4186,2024/12,281930000000,213473000000,173769000000,159313000000,4442000000,6100000000,1671.82,71.1
4187,2024/11,59964713000,46139976000,42712148000,38727951000,-,1337923000,2150.61,75.8
4188,2025/03,5894619000000,2284569000000,1740570000000,1363689000000,428067000000,1612920000000,1223.01,29.5
4189,2024/12,131462000000,71919000000,66978000000,52256000000,9750000000,-,1866.61,52.6
4192,2024/12,4211460000,2645769000,2651861000,-2617673000,500000000,336677000,74.92,62.8
4193,2025/03,5379071000,3663524000,3633284000,2562150000,-,85568000,676.93,67.6
4194,2024/07,76314000000,52388000000,52185000000,35213000000,-,37000000,1315.76,68.3
4196,2024/09,1686792000,810290000,810290000,500343000,-,393492000,327.16,48
4197,2024/11,2340274000,1449621000,1432013000,1178348000,-,-,1275.24,61.2
4198,2024/05,3905647000,2574644000,2552767000,1448294000,50000000,141288000,390.6,65.9
4199,2024/08,2146463000,736871000,724019000,-934765000,-,405814000,284.4,33.7
4200,2023/03,4514453000,3680927000,3628135000,949134000,250000000,6628000,1370.4,80.4
4202,2025/03,813831000000,375037000000,273826000000,253721000000,35899000000,138021000000,1357.77,44.2
4203,2025/03,417778000000,293568000000,290672000000,179404000000,17407000000,13273000000,3316.83,69.6
4204,2025/03,1330786000000,835366000000,699787000000,544799000000,2340000000,46042000000,1933.56,60.7
4205,2024/03,532254000000,363729000000,314288000000,289930000000,8960000000,-,1714.88,68.1
4206,2025/03,288058000000,189723000000,144149000000,137195000000,6252000000,3919000000,2762.12,60.2
4208,2025/03,865669000000,412013000000,338226000000,260914000000,70838000000,155646000000,4067.9,45.6
4212,2025/03,139345000000,97441000000,88057000000,64366000000,12284000000,1734000000,3090.51,68.7
4215,2024/03,156194000000,97046000000,92785000000,46642000000,6978000000,-,993.31,61.9
4216,2025/03,105772000000,78262000000,71052000000,60282000000,3700000000,2200000000,4133.24,73.4
4218,2025/03,67603000000,43187000000,41477000000,32480000000,-,2000000000,2121.38,63.9
4219,2023/03,6869880000,1647646000,1647646000,569325000,2723800000,53100000,74.89,24
4220,2025/03,116469000000,75780000000,55807605000,42595295000,9102182000,2198657000,1267.5,55.7
4221,2024/12,103014000000,62075000000,56667000000,40759000000,4471000000,1259000000,5333.96,60.2
4222,2025/03,14094000000,5470000000,3226140000,920970000,3420900000,-,260,28.8
4223,2023/03,7114972000,1797067000,1787969000,-353498000,2400000000,483020000,146.1,25.3
4224,2025/03,25903000000,19015000000,17976000000,8875000000,170000000,-,4126,73.4
4228,2025/03,136238000000,49670000000,41950000000,10270000000,22429000000,9649000000,1075.84,35.9
4229,2025/03,63018000000,51731000000,45072000000,20637000000,-,-,7499.44,78.9
4231,2025/03,61128000000,46966000000,35879429000,28058815000,1650000000,150000000,2237.67,72.3
4234,2025/03,37810000000,21018000000,17392546000,13761605000,4370000000,847500000,2084.85,53.2
4235,2024/12,39004000000,17433000000,17433000000,12079000000,-,-,1105.65,44.7
4237,2025/03,15963000000,10016000000,9964108000,6308952000,2650000000,1095067000,350.55,62.7
4238,2025/01,28522000000,22496000000,22369356000,21645844000,-,-,2490.46,78.9
4240,2025/03,1836000000,1651000000,1651709000,405187000,-,-,290.15,90
4241,2025/03,4686000000,1714000000,1745130000,188602000,350000000,1291503000,387.81,36.6
4242,2025/03,36674000000,15638000000,8762000000,4756000000,3953000000,2278000000,4094.8,31.1
4243,2024/09,5909786000,4276130000,4077049000,3220974000,-,108368000,1840.97,72.4
4245,2024/12,36849000000,9457000000,8948000000,4428000000,10258000000,3328000000,714.02,25.7
4246,2025/03,154554000000,89949000000,77306000000,65302000000,1550000000,18106000000,1227.65,56.5
4247,2025/03,7152000000,5717000000,5334234000,4879482000,220000000,-,2165.93,79.8
4248,2024/12,18236350000,11695551000,9932453000,8458597000,-,1697481000,966.76,63.9
4249,2025/03,124634000000,64911000000,51067000000,48546000000,15675000000,2314000000,4342.51,51.1
4250,2024/11,1006425000,464672000,410903000,315990000,220591000,171339000,668.98,46.2
4251,2024/12,32009727000,22957502000,22061939000,14514605000,-,1526588000,1190.51,71.7
4255,2024/12,2670000000,354000000,354390000,-1353984000,-,-,170.26,13.3
4256,2025/03,4863000000,3315000000,3315000000,915240000,-,771455000,548.66,68.2
4258,2024/12,5415240000,2132066000,2115577000,1564685000,700000000,213856000,515.12,39.4
4259,2025/03,7024000000,2539000000,2409000000,-3437000000,-,1950000000,29.12,34.3
4260,2024/09,4066413000,2278594000,2281308000,524490000,103403000,232483000,200.12,56.1
4261,2024/12,2764523000,1688851000,1690094000,913744000,-,134575000,1146.15,61.1
4262,2025/03,7016000000,5803000000,5775000000,3333381000,-,-,906.71,82.3
4263,2024/06,4932086000,4604297000,4584112000,-920022000,-,-,273.53,92.9
4264,2024/12,3784347000,1282134000,1273587000,299042000,300000000,835116000,268.33,33.9
4265,2025/03,768000000,704000000,678066000,-354475000,-,-,150.37,88.2
4267,2025/01,2101000000,945000000,924107000,387631000,100000000,-,189.37,44.5
4268,2024/04,981411000,675672000,675669000,487550000,-,10664000,62.88,68.8
4270,2025/02,5193000000,2589000000,2589238000,1884574000,200000000,-,1165.48,49.9
4272,2025/03,373708000000,268520000000,226981000000,202714000000,7212000000,20884000000,1673.23,71.6
4274,2025/03,4482000000,3197000000,2938710000,2733789000,500000000,114545000,798.76,71.3
4275,2025/03,53012000000,37479000000,32228000000,29271000000,-,235000000,1590.17,70.7
4284,2024/12,12270792000,8506424000,7437545000,4416764000,760000000,27910000,314.51,62.4
4286,2024/12,22152864000,7413006000,7291124000,7422921000,6106180000,461660000,668.84,32.9
4287,2025/01,4019000000,3677000000,3675175000,3175113000,-,-,304.28,91.5
4288,2025/03,1570000000,336000000,331132000,-440466000,400000000,-,88.19,21.4
4290,2025/03,71590000000,49641000000,42763797000,39619190000,-,-,363.03,64.3
4293,2024/12,97637290000,69954691000,69880279000,27693471000,-,-,336.89,71.6
4295,2024/03,21903424000,13274133000,12288213000,8644481000,385002000,491600000,1224.35,60.6
4298,2025/03,69908000000,50180000000,49454000000,46676000000,5000000000,287000000,1232.12,71
4299,2025/03,14430000000,11782000000,11737000000,10675000000,-,-,1016.38,81.6
4301,2025/03,60937000000,37120000000,33579000000,32548000000,-,146000000,2074.28,56.5
4304,2025/03,7544000000,3594000000,3369167000,2969923000,300000000,431747000,650.14,45.4
4307,2025/03,928501000000,437959000000,434040000000,378659000000,37289000000,208654000000,758.67,46.7
4308,2025/03,13185000000,11058000000,10562162000,4786382000,-,4125000,424.82,80.1
4310,2025/03,15857000000,13158000000,12270000000,6738000000,-,-,1479.02,82.1
4314,2023/12,2860000000,2196000000,2219000000,3066000000,-,258000000,1402.14,76.8
4316,2025/03,929000000,504000000,367572000,-577258000,-,67843000,116.7,40.7
4317,2025/02,9120000000,6795000000,6795737000,5985823000,600000000,-,505.96,74.5
4318,2025/03,25130000000,17842000000,16569287000,16131924000,119999000,-,953.58,71
4319,2025/03,20942000000,6231000000,6218968000,4563376000,2200000000,2109284000,343.05,29.7
4320,2024/09,11251531000,6599903000,6078073000,3712973000,-,1430353000,403.14,54.2
4323,2025/03,22909000000,14828000000,14141953000,10963987000,2167000,54860000,596.97,64.4
4324,2024/12,3507260000000,769035000000,696838000000,356933000000,173646000000,373627000000,2684.57,19.9
4326,2024/06,45318504000,32439848000,31710166000,30916440000,-,100000000,844.73,71.1
4331,2025/03,53241000000,18211000000,18138000000,7013000000,880000000,14310000000,124.08,34.1
4333,2025/03,12975000000,8820000000,8474297000,8976471000,-,-,509.15,68
4334,2025/01,3143000000,2516000000,2422170000,2552001000,-,-,290.05,77.7
4335,2024/06,2588962000,1484236000,1451763000,1215536000,-,-,637.79,56.1
4337,2025/03,102150000000,7239000000,7240000000,-874000000,-,16601000000,472.46,7.1
4341,2025/03,12140000000,5434000000,5373000000,4352000000,900000000,-,1553.38,44.8
4343,2025/02,53673000000,6842000000,7640552000,1005391000,12104533000,10540600000,332.51,12.3
4344,2025/03,17209000000,9354000000,7485378000,-7956695000,3600000000,1259498000,53.97,43.4
4345,2025/03,17080000000,12872000000,11611000000,9220000000,-,-,311.55,75.4
4346,2024/09,18342000000,5218000000,1759000000,1507000000,2100000000,1993000000,196.02,13.9
4347,2025/03,11300000000,5780000000,4622291000,4450955000,542004000,421817000,649.95,41
4348,2024/03,67324000000,49158000000,48274000000,45829000000,-,-,888.42,72.4
4349,2024/03,4128000000,1674000000,1621243000,1441558000,-,1614880000,6020.21,40.6
4350,2025/03,70586000000,16345000000,16184000000,14001000000,588000000,18085000000,556.27,23
4351,2024/12,6684307000,3348104000,3153514000,1265401000,1900000000,37509000,786.02,50.1
4356,2024/12,7125998000,5509011000,5509011000,4521683000,-,-,964.86,77.3
4360,2025/03,12646000000,10305000000,9888000000,6513000000,-,-,1271.28,81.5
4361,2024/11,8531532000,2882396000,2816610000,2156499000,2160000000,452626000,2367.69,33.8
4362,2025/03,59796000000,49069000000,41329762000,32619943000,300000000,800000000,2140.58,80.5
4365,2025/03,95189000000,81367000000,74892000000,74323000000,-,-,27368.45,83.4
4366,2025/03,24330000000,14855000000,13674000000,6600000000,1525000000,2125000000,1383.73,61.1
4367,2025/03,35218000000,21616000000,21616000000,17736000000,1650000000,3168000000,4419.53,61.4
4368,2025/03,141502000000,104048000000,99503301000,91405565000,-,16900000000,2951.17,73.5
4369,2025/01,36944000000,31587000000,30748234000,24291910000,-,722950000,972.02,85.5
4370,2024/08,1963300000,1241828000,1240904000,-548737000,-,305548000,211.44,63.2
4371,2024/12,8009282000,4195050000,4194000000,4558536000,830000000,37144000,250.97,52.4
4372,2024/12,3435222000,2846843000,2846843000,2466188000,-,50040000,742.96,82.9
4373,2025/03,79022000000,48810000000,48810000000,23679000000,1480000000,13320000000,857.07,61.8
4374,2024/12,6607364000,1146115000,1004994000,660677000,-,-,301.52,17.2
4375,2024/12,11024087000,8569167000,8525050000,-5194555000,-,892000,153.97,77.4
4376,2024/09,18875000000,12169000000,10680000000,2047000000,1868000000,1046000000,179.2,56.8
4377,2024/12,5733406000,4044123000,4044128000,2449793000,100000000,-,226.85,70.5
4378,2024/10,1910567000,1514942000,1514758000,613698000,-,-,449.26,79.3
4379,2024/12,3440340000,2162096000,2129020000,-607612000,-,42110000,136.89,62.1
4380,2025/01,2661000000,1813000000,1813773000,1234883000,-,-,370.89,68.2
4381,2025/03,1087000000,284000000,284503000,-684401000,300000000,156908000,115.36,26.2
4382,2024/04,7691233000,5143074000,4709003000,-618113000,-,1188072000,314.36,61.5
